product_info_id,group_product_id,group_product_code,group_product_name,product_code,product_name,is_highlight,package_id,lifecare_price,product_info,file_path,name,specification,group_name,power,weight,volume
608086,424,DM0000423,máy lọc không khí,GDGDU000039,máy lọc không khí daikin mc30vvm - h,0,235406,3504000,"Công nghệ lọc HEPA Streamer: Loại bỏ 99,97% bụi mịn PM2.5, vi khuẩn, virus và các chất gây dị ứng.
Công nghệ khử mùi Flash Streamer: Diệt khuẩn, khử mùi hiệu quả, khử mùi hôi, nấm mốc và các chất ô nhiễm khác.
Cảm biến bụi mịn PM2.5: Giám sát chất lượng không khí liên tục và tự động điều chỉnh chế độ lọc phù hợp.
Chế độ Powerful: Làm sạch không khí nhanh chóng trong vòng 20 phút.
Chế độ lọc phấn hoa: Phù hợp cho người bị dị ứng phấn hoa.
Hoạt động êm ái: Độ ồn thấp chỉ 22/19 dB(A).
Tiết kiệm điện năng: Hiệu suất năng lượng đạt 5.8 (A++).
Dễ dàng sử dụng: Bảng điều khiển cảm ứng đơn giản, dễ dàng thao tác.",//input/mobile_images/2024/2/22/179/MÁY LỌC KHÔNG KHÍ DAIKIN MC30VVM - H (1).png,MÁY LỌC KHÔNG KHÍ DAIKIN MC30VVM - H (1).png,"model: mc30vvm
diện tích sử dụng: 20 - 25m²
lưu lượng gió: 180 m³/h
công suất: 63w
độ ồn: 22/19 db(a)
kích thước: 550 x 300 x 200 mm
trọng lượng: 12.5 kg",máy lọc không khí daikin mc30vvm - h,63,12.5,0.0
577848,424,DM0000423,máy lọc không khí,M&EDM000006,máy lọc không khí carrier ap61uvre 60w,0,239492,6028000,"• Carrier AP61UVRE được thiết kế với 3 hệ thống lọc gồm lọc thô, lọc Hepa, lọc than hoạt tính, Carrier AP61UVRE giúp lọc sạch 99,95% bụi bẩn, vi khuẩn, mùi hôi kể cả các hạt bụi siêu mịn PM 2.5 cho không khí chuẩn sạch.

• Hệ thống lọc thô: Hệ thống lọc thô là những màng lọc đơn giản và tiết kiệm được làm từ nhựa, kim loại có khả năng lọc các loại hạt có kích thước lớn, lông thú…

• Hệ thống lọc Hepa: Là màn lọc cao cấp, nó giúp Carrier AP61UVRE lọc những hạt kích thước nhỏ, bụi mịn, ion, phóng xạ.

• Hệ thống lọc than hoạt tính: Được cấu tạo từ carbon nhỏ đã được xử lý để trở nên xốp, hệ thống này có tác dụng bỏ các chất khí, hơi hóa chất, khử mùi, giúp hấp thụ các chất dễ bay hơi và khói giúp môi trường trong lành.

• Chức năng tạo ion âm. Ion âm là các oxy nguyên tử mang điện tích âm giúp khử mùi, lọc chất rắn và bụi bẩn lơ lửng trong không khí, bụi trong không khí mang Ion Dương (+) trong trạng thái lơ lửng thì Ion Âm (-) sẽ bám lấy tạo kết tủa và rơi xuống đất. Ngoài ra, Ion âm giúp tiêu diệt vi khuẩn có hại làm giảm bệnh tật ở người.",//input/mobile_images/2024/2/18/297/MÁY LỌC KHÔNG KHÍ AP61UVRE.png,MÁY LỌC KHÔNG KHÍ AP61UVRE.png,"• diện tích hiệu quả: từ 41-61 m2
• tốc độ làm sạch: 510 m3/h
• công suất: 60w
• các cấp độ quạt: 1/2/3/4
• độ ồn: 28 – 65 db
• cảm biến bụi mịn: pm2.5
• bộ lọc: lọc thô; lọc hepa; active carbon
• tiện ích:
- chức năng ionizer/ anion
- chức năng uv light + màn lọc photocatalyst
- chức năng auto/sleep mode/hẹn giờ
- chức năng khóa trẻ em
- chức năng báo thay bộ lọc
• bảng điều khiển: điều khiển cảm ứng; hiển thị chất lượng không khí trên màn hình led
• kích thước: 460 x 230 x 710 mm",máy lọc không khí carrier ap61uvre 60w,60,0.0,0.0
577850,424,DM0000423,máy lọc không khí,M&EGD000036,máy lọc không khí daikin mc40uvm6,0,239509,5313000,"• Máy lọc không khí Daikin MC40UVM6 trang bị công nghệ độc quyền Streamer phân hủy lên đến 99,9% vi khuẩn, vi rút, nấm mốc và các chất gây hại bám trên màng lọc nhờ cơ chế phóng điện plasma để tạo ra những dòng electron tốc độ cao

• Các electron này khi kết hợp với Nitơ và Oxy trong không khí tạo thành các phân tử oxy hóa có sức mạnh phân hủy hơn 1000 lần so với phóng điện thông thường và tương đương với một nhiệt lượng ở khoảng 100,000°C

• Máy lọc không khí Daikin MC40UVM6 phù hợp cho phòng đến 31m2. Công nghệ Streamer 3C độc quyền với cơ chế phóng điện Plasma giúp phân hủy đến 99.9% virus, vi khuẩn, nấm mốc,... và giúp phục hồi hiệu suất phin lọc mùi, phin lọc bụi HEPA

• ĐẶC ĐIỂM NỔI BẬT:
- Máy lọc không khí bao gồm 3 phin lọc giúp lọc sạch không khí hiệu quả
- Phin lọc HEPA loại bỏ đến 99.97% các hạt bụi có kích thước 0.3 µm
- 3 chế độ hoạt động: Auto, Econo, Pollen phù hợp với nhu cầu sử dụng
- Vận hành êm ái, độ ồn tối đa chỉ 49dB không ảnh hưởng giấc ngủ của bạn
- Tính năng tự khởi động sau khi mất điện giúp việc lọc khí không gián đoạn",//input/mobile_images/2024/2/18/534/MÁY LỌC KHÔNG KHÍ DAIKIN MC40UVM6.png,MÁY LỌC KHÔNG KHÍ DAIKIN MC40UVM6.png,"• diện tích: 31m2
• công suất: 4m3/ phút
• tính năng: tinh lọc không khí với công nghệ streamer và phin lọc tĩnh điện hepa.
• đèn cảm biến: “phát hiện gấp 3”
• thiết kế: hình tháp, tinh tế và nhỏ gọn.
• 3 chế độ hoạt động: auto, econo, pollen
• độ ồn tối đa: 49db",máy lọc không khí daikin mc40uvm6,0,0.0,0.0
577846,424,DM0000423,máy lọc không khí,M&EDM000005,máy lọc không khí carrier ap43stre 30w,0,239469,3627000,"• Được thiết kế với 3 hệ thống lọc gồm lọc thô, lọc Hepa, lọc than hoạt tính, Carrier AP43STRE giúp lọc sạch 99,95% bụi bẩn, vi khuẩn, mùi hôi kể cả các hạt bụi siêu mịn PM 2.5 cho không khí chuẩn sạch.

• Hệ thống lọc thô là những màng lọc đơn giản và tiết kiệm được làm từ nhựa, kim loại có khả năng lọc các loại hạt có kích thước lớn, lông thú…

• Hệ thống lọc Hepa là màn lọc cao cấp, nó giúp Carrier AP43STRE lọc những hạt kích thước nhỏ, bụi mịn, ion, phóng xạ.

• Hệ thống lọc than hoạt tính được cấu tạo từ carbon nhỏ đã được xử lý để trở nên xốp, hệ thống này có tác dụng bỏ các chất khí, hơi hóa chất, khử mùi, giúp hấp thụ các chất dễ bay hơi và khói giúp môi trường trong lành.",//input/mobile_images/2024/2/18/149/MÁY LỌC KHÔNG KHÍ AP43STRE.png,MÁY LỌC KHÔNG KHÍ AP43STRE.png,"• diện tích phòng sử dụng: từ 28 - 43 m2
• tốc độ làm sạch không khí: 360 m3/h
• công suất: 30 w
• điện thế: 220 v - 240 v
• các cấp độ quạt: 1/2/3/4
• độ ồn: 27 - 60 db
• cảm biến bụi mịn: pm2.5
• bộ lọc: lọc thô - lọc hepa - active carbon
• tiện ích:
- chức năng auto/sleep mode/hẹn giờ
- chức năng khóa trẻ em
- chức năng báo thay bộ lọc
• bảng điều khiển: điều khiển cảm ứng; hiển thị chất lượng không khí trên màn hình led
• kích thước: 410 x 210 x 628 mm
• trọng lượng: 7.2 kg",máy lọc không khí carrier ap43stre 30w,30,7.2,0.0
689593,424,DM0000423,"máy lọc không khí, máy hút bụi",394002000010,máy làm mát không khí empire epqm - 22000,0,242267,6282000,"Empire EPQM - 22000 là lựa chọn hoàn hảo cho việc làm mát không gian rộng lớn như nhà xưởng, nhà hàng, quán cà phê, ... với diện tích lên đến 220m². Máy sở hữu công suất mạnh mẽ 350W, tạo lưu lượng gió lớn 22.000 m³/h, giúp hạ nhiệt độ nhanh chóng và hiệu quả, mang lại cảm giác mát mẻ tức thì.
Bình chứa nước dung tích 40 lít đáp ứng nhu cầu sử dụng trong thời gian dài, hạn chế việc phảiเติม nước nhiều lần. Máy được trang bị hệ thống phân phối nước thông minh, giúp làm mát đều khắp không gian.
Empire EPQM - 22000 có nhiều tính năng tiện lợi mang đến trải nghiệm sử dụng thoải mái:
Điều khiển từ xa: Dễ dàng điều khiển các chức năng của máy từ xa mà không cần di chuyển.
Hẹn giờ: Chọn thời gian hoạt động mong muốn cho máy, giúp tiết kiệm điện năng.
Tự động ngắt khi bình nước cạn: Đảm bảo an toàn cho người sử dụng và bảo vệ máy khỏi hư hỏng.
Lưới lọc bụi bẩn: Loại bỏ bụi bẩn, vi khuẩn trong không khí, mang lại bầu không khí trong lành.
Tấm làm mát Celulose: Giúp làm mát hiệu quả, tiết kiệm điện năng.
Thiết kế bánh xe: Dễ dàng di chuyển máy đến mọi vị trí mong muốn.
Empire EPQM - 22000 là giải pháp làm mát tiết kiệm, hiệu quả và thân thiện với môi trường. Máy không sử dụng hóa chất làm mát, an toàn cho sức khỏe người sử dụng",//input/mobile_images/2024/6/14/626/MÁY LÀM MÁT KHÔNG KHÍ EMPIRE EPQM - 22000.png,MÁY LÀM MÁT KHÔNG KHÍ EMPIRE EPQM - 22000.png,"điện áp: 220v/50hz. 
công suất:350w. 
điều khiển tự động 
bình chứa: 40 lít. 
kích thước: 440x540x1740mm","máy lọc không khí, máy hút bụi máy làm mát không khí empire epqm - 22000",350,0.0,40.0
689611,424,DM0000423,"máy lọc không khí, máy hút bụi",482010000002,"quạt lọc không khí bù ẩm
ultty skj-cr022",0,242261,8500000,"Quạt tháp lọc khí bù ẩm Ultty SKJ-CR022 sở hữu 03 công nghệ hiện đại nhất về làm mát bao gồm: tăng áp tua bin, bội khí và tản nhiệt 4D đồng thời cộng hưởng với động cơ không chổi than DC cho hiệu suất làm mát mạnh mẽ.
Tốc độ gió mà chiếc quạt “thần kì” này tạo ra có thể lên tới 4,5 m/s (tương đương 16,2 km/h. 
Không chỉ thổi không khí mát đến khoảng cách xa 8m theo 1 hướng mà chiếc quạt này còn có thể dao động theo phương ngang và phương thẳng đứng đem đến luồng gió mát phân phối đều khắp phòng. 
Việc điều chỉnh lượng gió mát theo nhu cầu cũng rất đơn giản với 10 tốc độ quạt gió cùng 04 chế độ làm mát. Được trang bị bộ lọc HEPA H13 360 độ (loại bộ lọc không khí chuyên được dùng cho những model máy lọc không khí cao cấp của châu Âu) khiến Ultty SKJ-CR022 trở thành một trong những chiếc quạt lọc khí duy nhất trên thị trường có khả năng lọc bỏ những tác nhân ô nhiễm và gây hại trong không khí gần như triệt để.
Với dung tíc bình chứa nước lên tới 1,2L và 3 cấp độ bù ẩm cùng chế độ tự động tạo ẩm, căn phòng của bạn sẽ có đủ độ ẩm cần thiết trong mùa hè khô nóng và cả mùa đông khô hanh",//input/mobile_images/2024/6/14/19/QUẠT LỌC KHÔNG KHÍ BÙ ẨM ULTTY SKJ-CR022.png,QUẠT LỌC KHÔNG KHÍ BÙ ẨM ULTTY SKJ-CR022.png,"chức năng: làm mát -lọc không khí- cấp ẩm- khử khuẩn uvc 
công suất: 32w - 36w 
hẹn giờ: 1 – 8h 
lưu lượng gió: 4,5 m/s 
dung tích bình chứa nước tạo ẩm: 1,2l 
điện áp: 110-220v/ac 
kích thước quạt: 230 x 230 x 800mm 
trọng lượng quạt: 3,2 kg 
phương thức điều khiển: google home - ứng dụng trên điện thoại (app) - điều khiển từ xa - màn hình cảm ứng 
công suất định danh: 60w 
điện áp định danh: 24v / 2,5a 
bảo hành: 02 năm","máy lọc không khí, máy hút bụi quạt lọc không khí bù ẩm
ultty skj-cr022",32,2.0,2.0
689592,424,DM0000423,"máy lọc không khí, máy hút bụi",394002000009,máy làm mát không khí empire epqm - 18000,0,242266,5012000,"Empire EPQM - 18000 là giải pháp làm mát hoàn hảo cho những ngày hè oi bức, mang đến cho bạn và gia đình bầu không khí mát mẻ và trong lành. Với công suất mạnh mẽ 180W và lưu lượng gió lên đến 800 m³/h, EPQM - 18000 có khả năng làm mát hiệu quả cho diện tích rộng rãi lên đến 40m², đáp ứng nhu cầu sử dụng cho gia đình, văn phòng, nhà hàng, quán cà phê,...
Điểm nổi bật của EPQM - 18000:
• Hiệu quả làm mát cao: Hệ thống làm mát bay hơi kết hợp với quạt gió mạnh mẽ giúp hạ nhiệt độ nhanh chóng, tạo cảm giác mát mẻ tức thì.
• Bình chứa nước dung tích lớn: Bình chứa nước có dung tích 30 lít, cho phép sử dụng liên tục trong nhiều giờ mà không cần châm nước thường xuyên.
• Chức năng đa dạng: Máy được trang bị nhiều chức năng tiện ích như tạo ion âm, lọc bụi bẩn, khử mùi hôi, hẹn giờ, điều khiển từ xa,... đáp ứng mọi nhu cầu sử dụng.
• Tiết kiệm điện năng: Máy hoạt động với công suất thấp, giúp tiết kiệm điện năng hiệu quả.
• Thiết kế hiện đại: Máy có thiết kế sang trọng, hiện đại, phù hợp với mọi không gian nội thất.
Với những ưu điểm vượt trội, máy làm mát không khí Empire EPQM - 18000 là lựa chọn lý tưởng cho những ai đang tìm kiếm giải pháp làm mát hiệu quả, tiết kiệm và thân thiện với môi trường.
",//input/mobile_images/2024/6/14/196/MÁY LÀM MÁT KHÔNG KHÍ EMPIRE EPQM - 18000.png,MÁY LÀM MÁT KHÔNG KHÍ EMPIRE EPQM - 18000.png,"điện áp: 220v/50hz.
công suất: 200w.
điều khiển tự động
bình chứa: 30 lít.
kích thước: 380x420x1300mm
","máy lọc không khí, máy hút bụi máy làm mát không khí empire epqm - 18000",200,0.0,30.0
689613,424,DM0000423,"máy lọc không khí, máy hút bụi",426015000001,"máy hút ẩm và lọc không
khí ultty luk016",0,242273,5500000,"LUK016 sử dụng công nghệ hiện đại bậc nhất trong việc loại bỏ độ ẩm không khí dưới sự kết hợp của piston nén khí và máy nén khí nên công suất đạt được khá lớn, lên đến 16 - 20L/ngày. Máy hút ẩm hoạt động hiệu quả trong căn phòng có diện tích 45m2 nên người dùng có thể đặt ở phòng ngủ hoặc thậm chí phòng khách.
Để có thể đem lại bầu không khí chuẩn cho căn phòng, nhà sản xuất đã trang bị cho Ultty LUK016 đầu dò độ ẩm kép giúp máy tự động phát hiện độ ẩm trong nhà theo thời gian thực, từ đó điều chỉnh mức độ hút ẩm, bay hơi và ngưng tụ thành nước nhằm kiểm soát độ ẩm chính xác
Ultty LUK016 không chỉ có chức năng hút ẩm như những dòng máy cùng phân khúc mà còn được thiết kế đồng thời thêm tính năng lọc không khí với hệ màng lọc 2 lớp gồm: màng lọc thô và màng lọc than hoạt tính cacbon giúp loại bỏ những loại bụi mịn và mùi lạ có trong bầu không khí để người dùng có thể hít thở làn khí sạch và trong lành nhất.
4 chế độ tùy chỉnh linh hoạt phù hợp với từng loại thời tiết được tích hợp trên thiết bị giúp người dùng có thể dễ dàng điều chỉnh máy theo nhu cầu chỉ bằng 1 nút bấm",//input/mobile_images/2024/6/14/664/MÁY HÚT ẨM & LỌC KHÔNG KHÍ ULTTY LUK016.png,MÁY HÚT ẨM & LỌC KHÔNG KHÍ ULTTY LUK016.png,"công suất: 225 - 270w
công suất hút ẩm : 16 - 20l/ngày
điện áp: 1.25 - 1.4a
độ ồn: ≤ 36 db
tốc độ đối lưu không khí: 140m3/h
dung tích bình nước: 2l
bộ lọc: bộ lọc thô, than hoạt tính
hẹn giờ: 1-24 giờ
bánh xe di chuyển: 4 bánh
kích thước: 280 x 200 x 500mm
cân nặng: 12kg
4 chế độ hút ẩm : chế độ ngày nắng - chế độ ngày mưa - chế độ sấy khô - chế độ ngủ
tính năng ""kép"": lọc không khí bằng hệ màng lọc 2 lớp","máy lọc không khí, máy hút bụi máy hút ẩm và lọc không
khí ultty luk016",270,12.0,20.0
689591,424,DM0000423,"máy lọc không khí, máy hút bụi",394002000008,máy làm mát không khí empire epqm - 9000,0,242280,3074000,"Máy làm mát không khí Empire 9000 là giải pháp làm mát tối ưu cho không gian rộng lớn như nhà xưởng, quán cà phê, nhà hàng, khách sạn... Máy sở hữu công suất mạnh mẽ 200W, kết hợp với bình chứa nước dung tích lớn 60 lít, giúp làm mát hiệu quả cho diện tích lên đến 35-50m². 
Empire 9000 được trang bị hệ thống điều khiển cơ đơn giản, dễ sử dụng, cùng 3 tốc độ gió linh hoạt, đáp ứng nhu cầu làm mát đa dạng của người dùng. Tấm làm mát tổ ong với diện tích tiếp xúc rộng, giúp tăng hiệu quả làm mát, đồng thời khử mùi hôi, bụi bẩn, mang đến bầu không khí trong lành và mát mẻ. 
Điểm nổi bật của máy làm mát không khí Empire 9000: Công suất mạnh mẽ, bình chứa nước dung tích lớn, điều khiển cơ đơn giản, 3 tốc độ gió, tấm làm mát tổ ong 
Máy làm mát không khí Empire 9000 là lựa chọn hoàn hảo cho những ai đang tìm kiếm giải pháp làm mát hiệu quả, tiết kiệm điện năng và an toàn cho sức khỏe. Với thiết kế hiện đại, sang trọng, Empire 9000 còn góp phần tô điểm thêm cho không gian sử dụng của bạn.",//input/mobile_images/2024/6/14/935/MÁY LÀM MÁT KHÔNG KHÍ EMPIRE EPQM - 9000.png,MÁY LÀM MÁT KHÔNG KHÍ EMPIRE EPQM - 9000.png,"thương hiệu: empire
model: 9000
công suất: 200w
bình chứa: 60 lít
điều khiển: cơ
kích thước: 595 x 390 x 1170mm
diện tích làm mát: 35-50m2
","máy lọc không khí, máy hút bụi máy làm mát không khí empire epqm - 9000",200,0.0,60.0
689610,424,DM0000423,"máy lọc không khí, máy hút bụi",482011000001,"quạt tháp sưởi ấm và làm 
mát ultty skj-cr018h",0,242271,4750000,"Quạt tháp SKJ-CR018H áp dụng kỹ thuật tăng áp tuabin băng tải, trang bị màng lọc Prefilte cùng 4 lớp tiêu âm giúp giảm ồn hiệu quả, bảng điều khiển dễ sử dụng và khả năng điều khiển từ xa trong phạm vi 15m. 
Quạt được thiết kế hình tháp không cánh rất độc đáo với chiều cao 101cm, đường kính chân đế 23.5cm cùng cân nặng chỉ 3.5kg nên dễ dàng di chuyển, không chiếm nhiều diện tích. Thân ống sử dụng vật liệu hợp kim nhôm đúc bền bỉ, không biến dạng khi va chạm. Quạt tạo luồng gió thẳng, không gấp khúc giúp tăng hiệu quả làm mát.
Bạn có thể điều chỉnh quạt mát với 9 tốc độ khác nhau tùy vào điều kiện thời tiết và nhu cầu sử dụng. Sản phẩm có thể quay trái, phải với góc 80 độ giúp tản gió đi xung quanh phòng. Gió được tuần hoàn trong phạm vi 5m, khu vực gió hoạt động tốt nhất là 0.5 - 2.5m và khu vực gió nhẹ nhàng từ 2.5m - 5m.
Quạt sưởi ấm không đốt cháy oxy trong quá trình vận hành nên không khí được lưu thông tốt, không bí thở. Không những vậy, quạt tháp Ultty SKJ-CR018H còn được trang bị màng lọc Prefilte nhằm tạo ra bầu không khí trong lành và thoáng đãng.",//input/mobile_images/2024/6/14/598/QUẠT THÁP 2 CHIỀU SƯỞI ẤM & LÀM MÁT ULTTY SKJ-CR018H.png,QUẠT THÁP 2 CHIỀU SƯỞI ẤM & LÀM MÁT ULTTY SKJ-CR018H.png,"loại: quạt tháp 2 chiều 
công suất: làm mát 30w - làm ấm 2000w 
tốc độ gió: làm ấm 4 tốc độ - làm mát 9 tốc độ 
công nghệ sưởi ấm: ceramic 
lớp tiêu âm : đế tiêu âm, buồng cách âm, vòng giảm thanh và lớp vật liệu cách âm 
chế độ gió: 3 chế độ 
diện tích sử dụng: 30 - 40m2 
điều khiển từ xa 
hẹn giờ: 1 - 8 giờ 
góc quay: 80 độ 
chất liệu: hợp kim nhôm 
nguồn điện áp: 220v/50hz 
kích thước : 101 x 23.5cm 
khối lượng: 4kg","máy lọc không khí, máy hút bụi quạt tháp sưởi ấm và làm 
mát ultty skj-cr018h",30,4.0,0.0
